AA,24,CLT,3876,LAX,3484,,0,321
AA,24,CMH,3759,LAX,3484,,0,738
AA,24,CTS,2287,NRT,2279,,0,773
AA,24,DCA,3520,LAX,3484,,0,738
AA,24,DEN,3751,LAX,3484,Y,0,CR7
AA,24,DFW,3670,LAX,3484,,0,738 763 757 M83
AA,24,DFW,3670,NRT,2279,,0,777
AA,24,DUS,345,LAX,3484,Y,0,330
AA,24,ELP,3559,LAX,3484,Y,0,CRJ
AA,24,EUG,4099,LAX,3484,Y,0,CRJ
AA,24,FAT,3687,LAX,3484,Y,0,CRJ
AA,24,FUK,2305,NRT,2279,,0,737
AA,24,GDL,1804,LAX,3484,Y,0,737
AA,24,GRU,2564,LAX,3484,,0,777
AA,24,HAN,3199,NRT,2279,,0,763
AA,24,HKG,3077,LAX,3484,Y,0,773
AA,24,HKG,3077,NRT,2279,,0,763
AA,24,HNL,3728,LAX,3484,,0,757
AA,24,HNL,3728,NRT,2279,,0,787 777
AA,24,IAD,3714,LAX,3484,,0,738
AA,24,IAH,3550,LAX,3484,Y,0,CR7
AA,24,ICN,3930,NRT,2279,,0,737
AA,24,IND,3585,LAX,3484,,0,738
AA,24,ITM,2334,NRT,2279,,0,773 737
AA,24,JFK,3797,LAX,3484,,0,32B 762
AA,24,JFK,3797,NRT,2279,,0,787 773
AA,24,KHH,2264,NRT,2279,,0,763
AA,24,KOA,3514,LAX,3484,,0,757
AA,24,KUL,3304,NRT,2279,,0,763
AA,24,LAS,3877,LAX,3484,,0,738
AA,24,LAX,3484,ABQ,4019,Y,0,CRJ CR7
AA,24,LAX,3484,ANC,3774,Y,0,737
AA,24,LAX,3484,AUS,3673,,0,M83 738
AA,24,LAX,3484,BDL,3825,,0,738
AA,24,LAX,3484,BNA,3690,,0,738
AA,24,LAX,3484,BNE,3320,Y,0,744
AA,24,LAX,3484,BOS,3448,,0,757 738
AA,24,LAX,3484,CLT,3876,,0,321
AA,24,LAX,3484,CMH,3759,,0,738
AA,24,LAX,3484,DCA,3520,,0,738
AA,24,LAX,3484,DEN,3751,Y,0,CR7
AA,24,LAX,3484,DFW,3670,,0,738 763 757 M83
AA,24,LAX,3484,DUS,345,Y,0,330
AA,24,LAX,3484,ELP,3559,Y,0,CRJ
AA,24,LAX,3484,EUG,4099,Y,0,CRJ
AA,24,LAX,3484,FAT,3687,Y,0,CRJ
AA,24,LAX,3484,GDL,1804,Y,0,737
AA,24,LAX,3484,GRU,2564,,0,777
AA,24,LAX,3484,HKG,3077,Y,0,773
AA,24,LAX,3484,HNL,3728,,0,757
AA,24,LAX,3484,IAD,3714,,0,738
AA,24,LAX,3484,IAH,3550,Y,0,CR7
AA,24,LAX,3484,IND,3585,,0,738
AA,24,LAX,3484,JFK,3797,,0,32B 762
AA,24,LAX,3484,KOA,3514,,0,757
AA,24,LAX,3484,LAS,3877,,0,738
AA,24,LAX,3484,LHR,507,,0,77W
AA,24,LAX,3484,LIH,3602,,0,757
AA,24,LAX,3484,LIM,2789,Y,0,763
AA,24,LAX,3484,MAD,1229,Y,0,340
AA,24,LAX,3484,MCO,3878,,0,757 738
AA,24,LAX,3484,MEL,3339,Y,0,380
AA,24,LAX,3484,MEX,1824,Y,0,737
AA,24,LAX,3484,MFR,4101,Y,0,DH4
AA,24,LAX,3484,MIA,3576,,0,757 777 763 738
AA,24,LAX,3484,MMH,7081,Y,0,DH4
AA,24,LAX,3484,MRY,3948,Y,0,CRJ
AA,24,LAX,3484,NAN,1960,Y,0,330
AA,24,LAX,3484,NRT,2279,,0,777 773
AA,24,LAX,3484,OGG,3456,,0,757
AA,24,LAX,3484,OKC,3863,Y,0,CR7
AA,24,LAX,3484,ORD,3830,,0,738
AA,24,LAX,3484,PBI,3722,,0,738
AA,24,LAX,3484,PDX,3720,Y,0,737
AA,24,LAX,3484,PHL,3752,,0,321 320
AA,24,LAX,3484,PHX,3462,,0,321 319 320
AA,24,LAX,3484,PIT,3570,,0,738
AA,24,LAX,3484,PPT,4075,Y,0,340
AA,24,LAX,3484,PVG,3406,,0,777
AA,24,LAX,3484,RDM,4103,Y,0,CRJ
AA,24,LAX,3484,RDU,3626,,0,738
AA,24,LAX,3484,RNO,3807,Y,0,CRJ
AA,24,LAX,3484,SAF,3784,Y,0,CRJ
AA,24,LAX,3484,SAN,3731,Y,0,CRJ CR7
AA,24,LAX,3484,SEA,3577,Y,0,737
AA,24,LAX,3484,SFO,3469,,0,738
AA,24,LAX,3484,SJC,3748,Y,0,CR7 CRJ
AA,24,LAX,3484,SJD,1840,,0,M83 738
AA,24,LAX,3484,SLC,3536,Y,0,CRJ CR7
AA,24,LAX,3484,SMF,3817,Y,0,CRJ
AA,24,LAX,3484,STL,3678,,0,M83
AA,24,LAX,3484,STS,6992,Y,0,DH4
AA,24,LAX,3484,SYD,3361,Y,0,380 744
AA,24,LAX,3484,TUS,3636,Y,0,CRJ
AA,24,LAX,3484,XNA,4356,Y,0,CR7
AA,24,LAX,3484,YEG,49,,0,737
AA,24,LAX,3484,YVR,156,,0,737
AA,24,LAX,3484,YYC,178,,0,737
AA,24,LAX,3484,YYZ,193,,0,738
AA,24,LHR,507,LAX,3484,,0,77W
AA,24,LIH,3602,LAX,3484,,0,757
AA,24,LIM,2789,LAX,3484,Y,0,763
AA,24,MAD,1229,LAX,3484,Y,0,340
AA,24,MCO,3878,LAX,3484,,0,757 738
AA,24,MEL,3339,LAX,3484,Y,0,380
AA,24,MEX,1824,LAX,3484,Y,0,737
AA,24,MFR,4101,LAX,3484,Y,0,DH4
AA,24,MIA,3576,LAX,3484,,0,777 763 757 738
AA,24,MMH,7081,LAX,3484,Y,0,DH4
AA,24,MRY,3948,LAX,3484,Y,0,CRJ
AA,24,NAN,1960,LAX,3484,Y,0,330
AA,24,NGO,3942,NRT,2279,,0,787
AA,24,NRT,2279,BKK,3885,,0,763
AA,24,NRT,2279,BOS,3448,,0,787
AA,24,NRT,2279,CTS,2287,,0,773
AA,24,NRT,2279,DFW,3670,,0,777
AA,24,NRT,2279,FUK,2305,,0,737
AA,24,NRT,2279,HAN,3199,,0,763
AA,24,NRT,2279,HKG,3077,,0,763
AA,24,NRT,2279,HNL,3728,,0,787 777
AA,24,NRT,2279,ICN,3930,,0,737
AA,24,NRT,2279,ITM,2334,,0,737 773
AA,24,NRT,2279,JFK,3797,,0,773 787
AA,24,NRT,2279,KHH,2264,,0,763
AA,24,NRT,2279,KUL,3304,,0,763
AA,24,NRT,2279,LAX,3484,,0,777 773
AA,24,NRT,2279,NGO,3942,,0,787
AA,24,NRT,2279,ORD,3830,,0,773 777
AA,24,NRT,2279,PUS,2372,,0,737
AA,24,NRT,2279,SAN,3731,,0,787
AA,24,NRT,2279,SGN,3205,,0,763
AA,24,NRT,2279,SIN,3316,,0,763
AA,24,NRT,2279,TPE,2276,,0,737
AA,24,NRT,2279,YVR,156,,0,787
AA,24,OGG,3456,LAX,3484,,0,757
AA,24,OKC,3863,LAX,3484,Y,0,CR7
AA,24,ORD,3830,LAX,3484,,0,738
AA,24,ORD,3830,NRT,2279,,0,773 777
AA,24,PBI,3722,LAX,3484,,0,738
AA,24,PDX,3720,LAX,3484,Y,0,737
AA,24,PHL,3752,LAX,3484,,0,321 320
AA,24,PHX,3462,LAX,3484,,0,321 319 320
AA,24,PHX,3462,SBA,3949,Y,0,CRJ CR9
AA,24,PIT,3570,LAX,3484,,0,738
AA,24,PPT,4075,LAX,3484,Y,0,340
AA,24,PUS,2372,NRT,2279,,0,737
AA,24,PVG,3406,LAX,3484,,0,777
AA,24,RDM,4103,LAX,3484,Y,0,CRJ
AA,24,RDU,3626,LAX,3484,,0,738
AA,24,RNO,3807,LAX,3484,Y,0,CRJ
AA,24,SAF,3784,LAX,3484,Y,0,CRJ
AA,24,SAN,3731,LAX,3484,Y,0,CRJ CR7
AA,24,SAN,3731,NRT,2279,,0,787
AA,24,SBA,3949,PHX,3462,Y,0,CR9 CRJ
AA,24,SEA,3577,LAX,3484,Y,0,737
AA,24,SFO,3469,LAX,3484,,0,738
AA,24,SGN,3205,NRT,2279,,0,763
AA,24,SIN,3316,NRT,2279,,0,763
AA,24,SJC,3748,LAX,3484,Y,0,CRJ CR7
AA,24,SJD,1840,LAX,3484,,0,M83 738
AA,24,SLC,3536,LAX,3484,Y,0,CRJ CR7
AA,24,SMF,3817,LAX,3484,Y,0,CRJ
AA,24,STL,3678,LAX,3484,,0,M83
AA,24,STS,6992,LAX,3484,Y,0,DH4
AA,24,SYD,3361,LAX,3484,Y,0,744 380
AA,24,TPE,2276,NRT,2279,,0,737
AA,24,TUS,3636,LAX,3484,Y,0,CRJ
AA,24,XNA,4356,LAX,3484,Y,0,CR7
AA,24,YEG,49,LAX,3484,,0,737
AA,24,YVR,156,LAX,3484,,0,737
AA,24,YVR,156,NRT,2279,,0,787
AA,24,YYC,178,LAX,3484,,0,737
AA,24,YYZ,193,LAX,3484,,0,738
AB,214,DME,4029,DUS,345,,0,738
AB,214,DME,4029,FRA,340,Y,0,319
AB,214,DME,4029,MUC,346,,0,738
AB,214,DME,4029,TXL,351,,0,738
AB,214,DUS,345,DME,4029,,0,738
AB,214,DUS,345,LAX,3484,,0,332
AB,214,FRA,340,DME,4029,Y,0,319
AB,214,LAX,3484,DUS,345,,0,332
AB,214,MUC,346,DME,4029,,0,738
AB,214,TXL,351,DME,4029,,0,738
AC,330,BKK,3885,NRT,2279,Y,0,777
AC,330,LAX,3484,YLW,87,Y,0,CR7
AC,330,LAX,3484,YUL,146,,0,319
AC,330,LAX,3484,YVR,156,,0,319
AC,330,LAX,3484,YYC,178,,0,319
AC,330,LAX,3484,YYZ,193,,0,320 321
AC,330,NRT,2279,BKK,3885,Y,0,777
AC,330,NRT,2279,YVR,156,,0,763
AC,330,NRT,2279,YYC,178,,0,763
AC,330,NRT,2279,YYZ,193,,0,77W
AC,330,YLW,87,LAX,3484,Y,0,CR7
AC,330,YUL,146,LAX,3484,,0,319
AC,330,YVR,156,LAX,3484,,0,319
AC,330,YVR,156,NRT,2279,,0,763
AC,330,YYC,178,LAX,3484,,0,319
AC,330,YYC,178,NRT,2279,,0,763
AC,330,YYZ,193,LAX,3484,,0,321 320
AC,330,YYZ,193,NRT,2279,,0,77W
AF,137,ATL,3682,LAX,3484,Y,0,76W 763 757 739
AF,137,CDG,1382,LAX,3484,,0,388 772
AF,137,CDG,1382,NRT,2279,,0,388 788 77W
AF,137,HNL,3728,LAX,3484,Y,0,757
AF,137,LAX,3484,ATL,3682,Y,0,763 757 76W
AF,137,LAX,3484,CDG,1382,,0,388 772
AF,137,LAX,3484,MSP,3858,Y,0,757
AF,137,LAX,3484,OGG,3456,Y,0,757
AF,137,LAX,3484,PPT,4075,,0,772
AF,137,MSP,3858,LAX,3484,Y,0,757
AF,137,NRT,2279,CDG,1382,,0,77W 788 388
AF,137,NRT,2279,SPN,2244,Y,0,752
AF,137,PPT,4075,LAX,3484,,0,772
AF,137,ROR,2256,NRT,2279,Y,0,752
AI,218,DEL,3093,NRT,2279,,0,788
AI,218,LAX,3484,NRT,2279,Y,0,388
AI,218,NRT,2279,DEL,3093,,0,788
AI,218,NRT,2279,LAX,3484,Y,0,388
AI,218,NRT,2279,SIN,3316,Y,0,388
AI,218,SIN,3316,NRT,2279,Y,0,388
AM,321,CUN,1852,LAX,3484,,0,738
AM,321,GDL,1804,LAX,3484,,0,738
AM,321,HMO,1807,LAX,3484,Y,0,ERJ
AM,321,LAX,3484,CUN,1852,,0,738
AM,321,LAX,3484,GDL,1804,,0,738
AM,321,LAX,3484,HMO,1807,Y,0,ERJ
AM,321,LAX,3484,MEX,1824,,0,737
AM,321,LAX,3484,MZT,1826,Y,0,739
AM,321,LAX,3484,PVR,1836,Y,0,739 320 73H
AM,321,LAX,3484,SJD,1840,Y,0,73J 734
AM,321,LAX,3484,ZIH,1856,Y,0,739
AM,321,LAX,3484,ZLO,1858,Y,0,73H
AM,321,MEX,1824,LAX,3484,,0,737
AM,321,MZT,1826,LAX,3484,Y,0,739
AM,321,NRT,2279,MEX,1824,,0,787
AM,321,PVR,1836,LAX,3484,Y,0,739 320 73H
AM,321,SJD,1840,LAX,3484,,0,734
AM,321,TIJ,1847,NRT,2279,,0,787
AM,321,ZIH,1856,LAX,3484,Y,0,739
AM,321,ZLO,1858,LAX,3484,Y,0,73H
AS,439,ABQ,4019,LAX,3484,Y,0,CR7 CRJ
AS,439,ANC,3774,LAX,3484,,0,73H
AS,439,ATL,3682,LAX,3484,Y,0,757 76W 763 739
AS,439,AUS,3673,LAX,3484,Y,0,738 M83
AS,439,BDL,3825,LAX,3484,Y,0,738
AS,439,BNA,3690,LAX,3484,Y,0,738
AS,439,BOS,3448,LAX,3484,Y,0,738 757
AS,439,CMH,3759,LAX,3484,Y,0,738
AS,439,DCA,3520,LAX,3484,,0,73H
AS,439,DEN,3751,LAX,3484,Y,0,CR7
AS,439,DFW,3670,LAX,3484,Y,0,738 763 757 M83
AS,439,ELP,3559,LAX,3484,Y,0,CRJ
AS,439,FAT,3687,LAX,3484,Y,0,CRJ
AS,439,GDL,1804,LAX,3484,,0,73H
AS,439,HNL,3728,LAX,3484,Y,0,757
AS,439,IAH,3550,LAX,3484,Y,0,CR7
AS,439,IND,3585,LAX,3484,Y,0,738
AS,439,JFK,3797,LAX,3484,Y,0,321 762
AS,439,KOA,3514,LAX,3484,Y,0,757
AS,439,LAX,3484,ABQ,4019,Y,0,CRJ CR7
AS,439,LAX,3484,ANC,3774,,0,73G 739
AS,439,LAX,3484,ATL,3682,Y,0,763 757 73H 76W
AS,439,LAX,3484,AUS,3673,Y,0,M83 738
AS,439,LAX,3484,BDL,3825,Y,0,738
AS,439,LAX,3484,BNA,3690,Y,0,738
AS,439,LAX,3484,BOS,3448,Y,0,757 738
AS,439,LAX,3484,CMH,3759,Y,0,738
AS,439,LAX,3484,DCA,3520,,0,73H
AS,439,LAX,3484,DEN,3751,Y,0,CR7
AS,439,LAX,3484,DFW,3670,Y,0,738 763 757 M83
AS,439,LAX,3484,ELP,3559,Y,0,CRJ
AS,439,LAX,3484,FAT,3687,Y,0,CRJ
AS,439,LAX,3484,GDL,1804,,0,73H
AS,439,LAX,3484,HNL,3728,Y,0,757 753
AS,439,LAX,3484,IAH,3550,Y,0,CR7
AS,439,LAX,3484,IND,3585,Y,0,738
AS,439,LAX,3484,JFK,3797,Y,0,321 762
AS,439,LAX,3484,KOA,3514,Y,0,757
AS,439,LAX,3484,LIH,3602,Y,0,757
AS,439,LAX,3484,LTO,1817,Y,0,DH4
AS,439,LAX,3484,MCO,3878,Y,0,757 738
AS,439,LAX,3484,MEX,1824,,0,73H
AS,439,LAX,3484,MFR,4101,Y,0,DH4
AS,439,LAX,3484,MIA,3576,Y,0,757 777 763 738
AS,439,LAX,3484,MMH,7081,Y,0,DH4
AS,439,LAX,3484,MRY,3948,Y,0,CRJ
AS,439,LAX,3484,MSY,3861,Y,0,319
AS,439,LAX,3484,MZT,1826,,0,739
AS,439,LAX,3484,OGG,3456,Y,0,757
AS,439,LAX,3484,OKC,3863,Y,0,CR7
AS,439,LAX,3484,ORD,3830,Y,0,738
AS,439,LAX,3484,PDX,3720,,0,73J 73H 734 739 73G
AS,439,LAX,3484,PHX,3462,Y,0,CRJ
AS,439,LAX,3484,PIT,3570,Y,0,738
AS,439,LAX,3484,PVR,1836,,0,739 73H
AS,439,LAX,3484,RDU,3626,Y,0,738
AS,439,LAX,3484,RNO,3807,Y,0,CRJ
AS,439,LAX,3484,SAF,3784,Y,0,CRJ
AS,439,LAX,3484,SAN,3731,Y,0,CRJ CR7
AS,439,LAX,3484,SEA,3577,,0,73H 734 739 73J 73G
AS,439,LAX,3484,SFO,3469,Y,0,738
AS,439,LAX,3484,SJD,1840,,0,73J 734
AS,439,LAX,3484,SMF,3817,Y,0,CRJ
AS,439,LAX,3484,STL,3678,Y,0,M83
AS,439,LAX,3484,STS,6992,Y,0,DH4
AS,439,LAX,3484,TUS,3636,Y,0,CRJ
AS,439,LAX,3484,YVR,156,,0,734 739 73J
AS,439,LAX,3484,ZIH,1856,,0,739
AS,439,LAX,3484,ZLO,1858,,0,73H
AS,439,LIH,3602,LAX,3484,Y,0,757
AS,439,LTO,1817,LAX,3484,Y,0,DH4
AS,439,MCO,3878,LAX,3484,Y,0,757 738
AS,439,MEX,1824,LAX,3484,,0,73H
AS,439,MFR,4101,LAX,3484,Y,0,DH4
AS,439,MIA,3576,LAX,3484,Y,0,777 763 757 738
AS,439,MMH,7081,LAX,3484,Y,0,DH4
AS,439,MRY,3948,LAX,3484,Y,0,CRJ
AS,439,MSP,3858,LAX,3484,Y,0,753 757
AS,439,MSY,3861,LAX,3484,Y,0,319
AS,439,MZT,1826,LAX,3484,,0,739
AS,439,OGG,3456,LAX,3484,Y,0,757
AS,439,OKC,3863,LAX,3484,Y,0,CR7
AS,439,ORD,3830,LAX,3484,Y,0,738
AS,439,PDX,3720,LAX,3484,,0,734 73H 73G 739 73J
AS,439,PDX,3720,SBA,3949,Y,0,CR7
AS,439,PHX,3462,LAX,3484,Y,0,CRJ
AS,439,PIT,3570,LAX,3484,Y,0,738
AS,439,PVR,1836,LAX,3484,,0,739 73H
AS,439,RDU,3626,LAX,3484,Y,0,738
AS,439,RNO,3807,LAX,3484,Y,0,CRJ
AS,439,SAF,3784,LAX,3484,Y,0,CRJ
AS,439,SAN,3731,LAX,3484,Y,0,CRJ CR7
AS,439,SBA,3949,PDX,3720,Y,0,CR7
AS,439,SBA,3949,SEA,3577,Y,0,CR7
AS,439,SEA,3577,LAX,3484,,0,73J 739 73G 734 73H
AS,439,SEA,3577,SBA,3949,Y,0,CR7
AS,439,SFO,3469,LAX,3484,Y,0,738
AS,439,SJC,3748,LAX,3484,Y,0,CRJ
AS,439,SJD,1840,LAX,3484,,0,73J 734
AS,439,SLC,3536,LAX,3484,Y,0,757
AS,439,SMF,3817,LAX,3484,Y,0,CRJ
AS,439,STL,3678,LAX,3484,Y,0,M83
AS,439,STS,6992,LAX,3484,Y,0,DH4
AS,439,TUS,3636,LAX,3484,Y,0,CRJ
AS,439,YVR,156,LAX,3484,,0,739 734 73J
AS,439,ZIH,1856,LAX,3484,,0,739
AS,439,ZLO,1858,LAX,3484,,0,73H
AV,515,GUA,1767,LAX,3484,,0,320
AV,515,LAX,3484,GUA,1767,,0,320
AV,515,LAX,3484,SAL,1892,,0,320 321 319
AV,515,SAL,1892,LAX,3484,,0,320 319 321
AY,2350,DME,4029,HEL,421,,0,319
AY,2350,HEL,421,DME,4029,,0,319
AY,2350,HEL,421,NRT,2279,,0,333 788
AY,2350,LAX,3484,LHR,507,,0,744 388
AY,2350,LAX,3484,MAD,1229,,0,346 343
AY,2350,LHR,507,LAX,3484,,0,744 388
AY,2350,MAD,1229,LAX,3484,,0,346 343
AY,2350,NRT,2279,HEL,421,,0,788 333
AZ,596,ATL,3682,LAX,3484,Y,0,763
AZ,596,CDG,1382,LAX,3484,Y,0,388 772
AZ,596,FCO,1555,LAX,3484,,0,772
AZ,596,FCO,1555,NRT,2279,,0,772
AZ,596,LAX,3484,CDG,1382,Y,0,388 772
AZ,596,LAX,3484,FCO,1555,,0,772
AZ,596,MXP,1524,NRT,2279,,0,772
AZ,596,NRT,2279,FCO,1555,,0,772
AZ,596,NRT,2279,MXP,1524,,0,772
AZ,596,NRT,2279,VCE,1551,,0,772
AZ,596,VCE,1551,NRT,2279,,0,772
B2,1478,DME,4029,MSQ,2954,,0,735 CRJ E95 733
B2,1478,MSQ,2954,DME,4029,,0,735 CRJ E95 733
B6,3029,BOS,3448,LAX,3484,,0,320
B6,3029,DXB,2188,LAX,3484,,0,388
B6,3029,FLL,3533,LAX,3484,,0,320
B6,3029,JFK,3797,LAX,3484,,0,320
B6,3029,LAX,3484,BOS,3448,,0,320
B6,3029,LAX,3484,DXB,2188,,0,388
B6,3029,LAX,3484,FLL,3533,,0,320
B6,3029,LAX,3484,JFK,3797,,0,320
BA,1355,DME,4029,LHR,507,,0,767 321 744
BA,1355,LAX,3484,LHR,507,,0,744 388
BA,1355,LAX,3484,MAD,1229,Y,0,346 343
BA,1355,LHR,507,DME,4029,,0,321 767 744
BA,1355,LHR,507,LAX,3484,,0,744 388
BA,1355,LHR,507,NRT,2279,,0,777
BA,1355,MAD,1229,LAX,3484,Y,0,346 343
BA,1355,NRT,2279,LHR,507,,0,777
BC,4740,CTS,2287,NRT,2279,,0,737
BC,4740,NRT,2279,CTS,2287,,0,737
BC,4740,NRT,2279,OKA,2384,,0,737
BC,4740,NRT,2279,YGJ,2330,,0,737
BC,4740,OKA,2384,NRT,2279,,0,737
BC,4740,YGJ,2330,NRT,2279,,0,737
BJ,3740,DME,4029,NBE,7447,,0,320
BJ,3740,NBE,7447,DME,4029,,0,320
BR,2091,KHH,2264,NRT,2279,,0,321
BR,2091,LAX,3484,TPE,2276,,0,77W
BR,2091,NRT,2279,KHH,2264,,0,321
BR,2091,NRT,2279,TPE,2276,,0,321 332
BR,2091,TPE,2276,LAX,3484,,0,77W
BR,2091,TPE,2276,NRT,2279,,0,332 321
BT,333,DME,4029,RIX,3953,,0,DH4 73C 735
BT,333,RIX,3953,DME,4029,,0,73C DH4 735
BV,1463,DME,4029,FCO,1555,,0,737
BV,1463,FCO,1555,DME,4029,,0,737
BX,5982,NRT,2279,PUS,2372,,0,321
BX,5982,PUS,2372,NRT,2279,,0,321
CA,751,CAN,3370,NRT,2279,Y,0,763
CA,751,CTU,3395,NRT,2279,Y,0,763
CA,751,DLC,3404,NRT,2279,,0,738
CA,751,HGH,3386,NRT,2279,Y,0,737
CA,751,LAX,3484,PEK,3364,,0,773
CA,751,LAX,3484,PVG,3406,Y,0,788
CA,751,NRT,2279,CAN,3370,Y,0,763
CA,751,NRT,2279,CTU,3395,Y,0,763
CA,751,NRT,2279,DLC,3404,,0,738
CA,751,NRT,2279,HGH,3386,Y,0,737
CA,751,NRT,2279,PEK,3364,,0,320 321 738
CA,751,NRT,2279,PVG,3406,,0,738 321
CA,751,NRT,2279,SHE,4144,Y,0,737
CA,751,NRT,2279,TAO,3390,Y,0,763
CA,751,NRT,2279,XMN,3383,Y,0,763
CA,751,PEK,3364,LAX,3484,,0,773
CA,751,PEK,3364,NRT,2279,,0,321 738 320
CA,751,PVG,3406,LAX,3484,Y,0,788
CA,751,PVG,3406,NRT,2279,,0,321 738
CA,751,SHE,4144,NRT,2279,Y,0,737
CA,751,TAO,3390,NRT,2279,Y,0,763
CA,751,XMN,3383,NRT,2279,Y,0,763
CI,1756,ATL,3682,LAX,3484,Y,0,763
CI,1756,BKK,3885,DME,4029,,0,772
CI,1756,DME,4029,BKK,3885,,0,772
CI,1756,GUA,1767,LAX,3484,Y,0,757
